Id,proba_class_0,proba_class_1,proba_class_2,proba_class_3,proba_class_4,proba_class_5
0,0.0057808986310841195,0.0021037273566530197,0.07354141666424287,0.9158823461602871,0.0025625464446793734,0.00012906474305364105
1,0.0018658899262252824,0.0007478234896424401,0.6268892452465221,0.36945607499634986,0.0010256453436320598,1.532099762822718e-05
2,0.002064435718887191,0.002126683520926148,0.5645843302612111,0.43066770835114826,0.0004919538362457986,6.4888311581537e-05
3,0.0017807020071293636,0.022840120037595273,0.05390278763633885,0.9196517738653921,0.00172746522746084,9.715122608368846e-05
4,0.6505433167756393,0.0013779844231994753,0.09628773005549567,0.24964862883013098,0.0018077428776990829,0.00033459703783558667
5,0.004134032176307728,0.0008649501020858627,0.4187235383238936,0.5747586939080072,0.0014959404805458291,2.2845009159795625e-05
6,0.013361882812764087,0.0007632748235765693,0.47928401757605993,0.5044757459342305,0.0020833445580587377,3.173429531013775e-05
7,0.0013246324654875663,0.00043553397686849364,0.47271671045585556,0.523469982045822,0.0020403310431255208,1.2810012840983896e-05
8,0.0036401333572153487,0.0008088701131547761,0.5867292659966568,0.40798676253278376,0.0008174778673211501,1.7490132868324667e-05
9,0.001621998027650803,0.0011474859881066997,0.48879335036469906,0.5046250878371988,0.003773608596255706,3.846918608883259e-05
10,0.0019798703397054243,0.0006599125629494326,0.48368739350930673,0.5098500459729358,0.003798784190265265,2.3993424837261604e-05
11,0.001171115391760033,0.0005535085259177341,0.5321627501071992,0.46481702620456716,0.0012669497397298057,2.8650030826274186e-05
12,0.02767005355761365,0.00032849105956808124,0.784876401285268,0.18626650355357374,0.0007793465266132453,7.920401736309548e-05
13,0.014053681553435938,0.0007725557148735583,0.6717271407867572,0.31259167952726863,0.0008000063108113288,5.493610685332144e-05
14,0.002141116065324328,0.02624058005432757,0.2836221009367017,0.6871608113368101,0.0008018950209540436,3.34965858821841e-05
15,0.0008984321656403979,0.01124210842705028,0.17997039003888424,0.8067218493949405,0.0011464835676828693,2.073640580183232e-05
16,0.0015463431959441317,0.13903771965439005,0.11296338863101318,0.7458216016380386,0.0005669210116940084,6.402586892001492e-05
17,0.0015527579869201113,0.0006719892941341931,0.7322304308492131,0.2627128999050443,0.0027982764020655164,3.3645562622798265e-05
18,0.0016444745099498056,0.005219276946332802,0.1126040332729071,0.8764470251366422,0.0040398979601832564,4.529217398480125e-05
19,0.001667293259728944,0.0006149119230217237,0.4840312260911534,0.5117502491987592,0.0018849128986637735,5.140662867303644e-05
20,0.010395141898278282,0.0026221073868075216,0.28944519316306083,0.6959538249616616,0.0015506866942617157,3.3045895930115015e-05
21,0.0072517787461020295,0.0002501285290616857,0.5479134935755694,0.4426231709092837,0.0019292942314478856,3.2134008535427615e-05
22,0.001628683806913842,0.010674886441724677,0.20156940254834652,0.7848311813214479,0.0012806949698747937,1.5150911692197665e-05
23,0.001914006134063462,0.012413750872399829,0.2754904245341615,0.7088169623424182,0.0013414307841009916,2.342533285612382e-05
24,0.0029612434925526143,0.003873997604535377,0.2727491934986048,0.7192785421959216,0.0010888863590447259,4.813684934082367e-05
25,0.001203868060266822,0.0015699858738602132,0.6704014391782236,0.3244163604858658,0.0023331156445904845,7.523075719315796e-05
26,0.0024738330950802695,0.02787099929509798,0.22761271902499092,0.740835401377105,0.0011673538540271458,3.9693353698609485e-05
27,0.002834015125533515,0.002512024268818271,0.4066322325801743,0.58636226677147,0.0016257214337812335,3.373982022269104e-05
28,0.0077429704234507415,0.0021552898048952337,0.309881559796974,0.6785583525856961,0.0016001579847819993,6.166940420199396e-05
29,0.002483565025763224,0.002627605442381225,0.4613587730842561,0.5321634411508929,0.001329512593670759,3.710270303601617e-05
30,0.0013872795484601338,0.00047264418242938945,0.4963775559115699,0.5001749266357746,0.0015625072733640747,2.5086448401906192e-05
31,0.001920800822764473,0.0029416304451350375,0.36919792330040246,0.6251757446553359,0.0007468283035653298,1.7072472796869636e-05
32,0.0015249014974706883,0.0010945037544814204,0.561941579135365,0.43429789792430107,0.0011066513670191641,3.4466321362612416e-05
33,0.0012570441114234472,0.0006952689497181294,0.3998299880058279,0.5971742616093626,0.0010046875647170238,3.874975895099369e-05
34,0.0010602272436545802,0.000986489599203928,0.4998923534061585,0.4971679666114477,0.0008752449911216321,1.77181484136842e-05
35,0.024007436613778868,0.0012730597077958532,0.7028647100235289,0.27122106330500056,0.0005639219194769064,6.980843041885651e-05
36,0.007728262173937532,0.00539488896591053,0.44996598930430826,0.5329077265716113,0.0038046336156710263,0.00019849936856122528
37,0.0017954870764543775,0.0013058358900721102,0.12176927570922587,0.8690127456986395,0.006001145031877304,0.00011551059373079644
38,0.011616384736390702,0.006641440404727404,0.557042238638474,0.4215095911735392,0.003138034878414062,5.231016845449444e-05
39,0.001548700335973408,0.015144511368843153,0.15640588777719727,0.825616431741625,0.0012472457902251986,3.722298613594971e-05
