Id,proba_class_class_0,proba_class_class_1,proba_class_class_2,proba_class_class_3,proba_class_class_4,proba_class_class_5
0,4.5433074e-10,1.1679946e-08,0.62952137,0.37035966,0.00011856325,4.4387713e-07
1,2.197314e-06,2.174422e-05,0.59063256,0.4091959,0.00014694066,6.0549e-07
2,0.00016348115,0.000634704,0.5571766,0.43800065,0.004011585,1.2933048e-05
3,4.3092397e-05,0.0086552,0.22126438,0.76839274,0.0016102806,3.427889e-05
4,0.77731144,3.2932712e-05,0.121644095,0.100335926,0.00049751083,0.00017805802
5,0.001764236,0.0005810422,0.5009029,0.49671698,2.8397664e-05,6.4231285e-06
6,0.0004432666,0.0013105447,0.30383086,0.67914116,0.015181514,9.267367e-05
7,6.366341e-05,0.002834877,0.21844661,0.76749533,0.011064639,9.493856e-05
8,0.00047427518,0.0010194037,0.4964761,0.50159776,0.0002962016,0.00013624219
9,1.13358105e-07,4.2342694e-05,0.60991925,0.3898459,0.00019233231,5.349187e-08
10,0.0005362365,0.0009635393,0.29909965,0.69845843,0.0009269225,1.5195466e-05
11,9.744033e-05,0.001793786,0.46292007,0.52886677,0.0061383126,0.00018356528
12,0.012706353,0.0015313918,0.5917211,0.39272293,0.00037042084,0.00094773737
13,5.105533e-05,4.844602e-05,0.4205927,0.5764058,0.0010626449,0.0018393628
14,0.008742335,0.27998182,0.15650837,0.55128807,0.0031150302,0.00036438715
15,0.000515224,0.011886824,0.18605734,0.80051714,0.00096833473,5.509066e-05
16,9.168597e-06,0.0026623919,0.34127134,0.65434504,0.0017069236,5.081264e-06
17,0.01171731,0.0006314622,0.35684812,0.6304757,8.324493e-05,0.00024410202
18,0.010691947,0.0035059254,0.28571013,0.6997338,0.00030593394,5.2319738e-05
19,0.00089133467,1.0134735e-05,0.43329388,0.56266063,0.003110792,3.3241136e-05
20,9.797313e-05,0.00043861297,0.2421533,0.75282127,0.0043145795,0.00017437372
21,0.00037436665,0.0001816335,0.5302215,0.46860608,0.00049030595,0.00012609662
22,0.0014943153,0.017607927,0.2125399,0.7663495,0.0018501184,0.00015828629
23,0.0007958741,0.0075697615,0.2277671,0.7393456,0.024064641,0.00045692312
24,0.00033654828,0.00020973125,0.19385798,0.8026396,0.0029269008,2.920642e-05
25,0.00016895207,0.00031989053,0.4224992,0.5761818,0.00080346735,2.6643227e-05
26,0.00010713572,0.018995598,0.13412412,0.8363625,0.010283642,0.0001269529
27,0.0022076198,0.0005655445,0.32412577,0.66838974,0.0041096513,0.0006016591
28,0.0011325389,0.010705791,0.1795988,0.7943107,0.014111283,0.00014087195
29,7.0336246e-05,0.00010364062,0.573455,0.42582753,0.00040393852,0.00013960234
30,0.00043968167,0.00011222023,0.26617047,0.73229253,0.0009576237,2.7469296e-05
31,0.0015501396,0.0013310743,0.15912314,0.834715,0.0032400356,4.0582137e-05
32,0.0005100873,0.0011691498,0.3544048,0.6427011,0.0011986768,1.6163473e-05
33,0.00063521886,0.00012496761,0.2696017,0.7275893,0.0019986297,5.0192328e-05
34,0.0026023374,0.0008432803,0.2944634,0.69830275,0.0037632617,2.506944e-05
35,0.0025616055,0.0014900006,0.4725717,0.5229534,0.00032138097,0.000101949656
36,0.0063388506,0.0152654955,0.14569175,0.81906337,0.0131919235,0.00044856785
37,0.0026357986,0.00027598653,0.29564402,0.69778067,0.0036401665,2.3364275e-05
38,0.0012632237,0.0135202855,0.43827474,0.5458837,0.00093360647,0.00012446199
39,0.0021339788,0.0066577303,0.18116342,0.8087547,0.0012383838,5.1822026e-05
40,0.0002751655,0.0034787864,0.36201698,0.632002,0.0021708228,5.6274337e-05
41,5.7148056e-05,0.0016997104,0.17082934,0.8246071,0.0027190577,8.768583e-05
42,0.0012481345,0.0020654574,0.35779417,0.6335263,0.004421798,0.0009441045
43,0.00042275467,0.002797508,0.32244933,0.67079395,0.0033828923,0.00015350993
44,0.0025721584,6.731473e-05,0.42904562,0.5641536,0.0030423605,0.0011188686
45,0.0002126996,0.0060800896,0.215521,0.7737553,0.004402817,2.803882e-05
46,3.7732934e-05,0.0032842536,0.043067995,0.9405508,0.012966157,9.307079e-05
47,1.1472215e-05,0.007810114,0.16359827,0.8221323,0.006432385,1.5448702e-05
48,2.2181632e-05,0.0011489718,0.19584425,0.801459,0.0015211173,4.410846e-06
49,0.00022247764,0.013204388,0.037441105,0.9421932,0.0069310437,7.789582e-06
50,0.00019958934,1.8903924e-05,0.048894778,0.9448403,0.006037668,8.691812e-06
51,0.0063820374,0.012959399,0.07453432,0.8958071,0.010222363,9.489421e-05
52,0.00051655405,0.00024711443,0.017471233,0.9253325,0.056409735,2.2871845e-05
53,0.0011823813,0.0019317082,0.020634122,0.9387816,0.037450824,1.9343832e-05
54,4.9633272e-05,1.5738748e-05,0.046143815,0.93509454,0.0186197,7.652484e-05
55,0.015435833,0.00014229008,0.24297601,0.74023145,0.00095439673,0.00026004933
56,0.011055993,0.00029902442,0.035299946,0.90625775,0.04707256,1.4716432e-05
57,0.00023697398,6.7894835e-05,0.02256419,0.9123729,0.06460576,0.00015239554
58,0.0003137306,8.9304725e-05,0.009421995,0.91953826,0.07063298,3.7648458e-06
59,0.001894282,0.0021755758,0.3496285,0.5954632,0.050744787,9.369845e-05
60,0.0013351334,0.0019055506,0.24436986,0.7478048,0.0044664815,0.00011812796
61,0.00070030015,0.021647776,0.2381439,0.73728013,0.0021691795,5.8783335e-05
62,0.0002038614,0.0012880459,0.10260442,0.8884533,0.0074403356,9.991411e-06
63,0.0063408054,0.01298008,0.27768907,0.6989983,0.0038085436,0.0001831673
64,1.8255998e-05,0.0023418989,0.16690862,0.8298324,0.0008943413,4.425276e-06
65,0.0007886615,0.013190821,0.25808206,0.7241532,0.0036168713,0.00016847313
66,0.0003511787,0.006403685,0.08663562,0.90481955,0.0017809334,9.089333e-06
67,0.0012327526,0.074481435,0.09610503,0.8136781,0.012691636,0.0018109628
68,0.00035611252,0.675018,0.08679912,0.22204095,0.01421936,0.0015665186
69,0.00089160766,0.0006530256,0.085309826,0.8885218,0.024577668,4.606399e-05
70,5.82126e-05,9.907148e-06,0.17700908,0.8159419,0.006962254,1.8694533e-05
71,2.4957644e-05,3.7183876e-05,0.02834351,0.9595937,0.012000081,6.0107016e-07
72,0.0011691944,0.0001488234,0.037353117,0.93894154,0.022385174,2.18521e-06
73,0.00017496735,0.00010397491,0.02378591,0.96299666,0.0129381595,3.536445e-07
74,5.669941e-05,6.574162e-05,0.20232311,0.7543786,0.043167755,8.070743e-06
75,4.4373322e-05,0.00519016,0.36372247,0.6297731,0.0012612588,8.699445e-06
76,0.0013561854,0.0016925697,0.30877253,0.65254,0.03482076,0.00081790873
77,0.01648454,6.9978855e-06,0.09505897,0.88270324,0.005733422,1.2767192e-05
78,2.9908328e-05,3.152173e-06,0.008638874,0.98062366,0.010704273,9.872411e-08
79,0.00052693934,0.6768775,0.0063208747,0.31343976,0.0026743487,0.00016059037
80,0.0016701772,0.68938786,0.0025279638,0.29966447,0.0065505733,0.00019903154
81,0.0011863415,1.8050772e-05,0.19840519,0.77837837,0.02189772,0.00011425041
82,5.4798897e-05,0.00049105653,0.0013733862,0.9816244,0.016456304,1.5376104e-08
83,0.00038736218,3.0533854e-05,0.36329868,0.61910284,0.016405186,0.00077548064
84,0.0068244063,0.001813818,0.18761045,0.77137464,0.016086262,0.0162905
85,1.4908936e-06,0.00016376698,0.59070593,0.40882662,0.0002989757,3.1767224e-06
86,0.07847544,0.51323813,0.13680464,0.26584813,0.00455687,0.0010768955
87,3.3907072e-05,0.0010893831,0.17216605,0.82347566,0.0032339469,1.0911474e-06
88,0.0006036458,0.0308207,0.03338065,0.901568,0.033521812,0.000105197694
89,1.5613523e-05,0.00039889486,0.50004464,0.49624154,0.0032829677,1.6332944e-05
90,1.596258e-05,0.0020234236,0.40475732,0.5901131,0.0029366962,0.00015335824
91,0.0002198932,0.00088282174,0.27395838,0.72031313,0.004160393,0.00046537325
92,2.7141361e-05,0.0015380549,0.32266155,0.67153096,0.004175615,6.668904e-05
93,5.500653e-05,0.00033937,0.39295083,0.5982941,0.008325928,3.4879882e-05
94,5.7641755e-05,0.00041021564,0.38208696,0.6128933,0.004528087,2.3767701e-05
95,0.00042673925,0.003326913,0.5126938,0.48257208,0.0009415912,3.887694e-05
96,3.1770698e-05,0.0057687303,0.28628123,0.70584047,0.0020614013,1.6440474e-05
97,7.323921e-06,0.0042827893,0.4351485,0.5599598,0.0005937779,7.8076355e-06
98,4.912845e-06,0.0021038172,0.32487404,0.6702239,0.0027700441,2.3260642e-05
99,0.17635071,0.019650688,0.26223883,0.5344125,0.00722543,0.00012175745
100,0.037745792,0.006399572,0.22828157,0.722644,0.0049271714,1.9429292e-06
101,0.5242733,0.005232378,0.084871605,0.37676123,0.00842201,0.00043952692
102,0.40207157,0.009837432,0.078826845,0.4998757,0.009097397,0.00029104244
103,0.00018646705,0.0047454503,0.48057258,0.5140479,0.00044433898,3.1797385e-06
104,3.977014e-05,0.00037380855,0.5341211,0.46474487,0.0007204366,5.1291924e-08
105,0.0010752422,0.0019432085,0.78936875,0.20729518,0.00031377288,3.8811686e-06
106,0.00029431764,0.0012823582,0.5806656,0.41685668,0.0008916114,9.425262e-06
107,0.0040491954,0.008009879,0.6065389,0.37989652,0.0013820032,0.00012354595
108,0.45944232,0.0028662079,0.35300204,0.18246391,0.0018995766,0.00032599538
109,0.75670904,0.0015108978,0.05178529,0.1859241,0.004056269,1.4453093e-05
110,0.2142521,0.0070092976,0.2435892,0.52815545,0.0064080562,0.0005859325
111,0.5869801,0.00056865346,0.15039344,0.2591384,0.0025175228,0.00040192032
112,0.22357138,0.0040229084,0.53305835,0.23684222,0.0011596648,0.0013455069
113,0.10377414,0.0026632862,0.291357,0.60179776,0.00029509244,0.000112708454
114,0.87120736,0.0007076984,0.08322291,0.044540472,0.00028197604,3.959389e-05
115,0.33560294,0.0023081664,0.25965175,0.40223244,0.00017831693,2.642028e-05
116,0.894012,0.001028419,0.03359364,0.070284,0.001075948,5.956871e-06
117,0.34813374,0.0010294742,0.16343495,0.48209482,0.004950136,0.00035692615
118,0.5248664,0.0037518414,0.040764965,0.4237839,0.006526846,0.00030602908
119,0.8809254,0.0032086098,0.015105929,0.098851465,0.0018523199,5.6247638e-05
120,0.90689117,0.0027623042,0.0100594675,0.07922151,0.0010634221,2.1994445e-06
121,0.8270166,0.00040605437,0.04432285,0.1259138,0.0023215353,1.9128891e-05
122,0.81933516,0.00029570944,0.044775728,0.13416985,0.0013760652,4.7449423e-05
123,0.88558525,0.0014075307,0.018522054,0.09324706,0.0012216314,1.642036e-05
124,0.8337366,0.00012264146,0.07736112,0.0879984,0.00076728745,1.3929507e-05
125,0.8692222,0.00013153596,0.059489444,0.07095561,0.00019944148,1.6912711e-06
126,0.90776706,0.0007144867,0.0601904,0.03120775,9.9120385e-05,2.124168e-05
127,0.4224821,0.00024416443,0.3154543,0.26126364,0.0005467995,8.901063e-06
128,0.6155403,0.039354473,0.108577676,0.22992657,0.0064481995,0.00015276187
129,0.7961998,0.00028818453,0.112072065,0.09129829,0.00013898118,2.7155222e-06
130,0.9091239,0.0002331789,0.030506872,0.05983358,0.00029499695,7.4610475e-06
131,0.548007,0.00088680995,0.08291401,0.36574844,0.0023646685,7.9071644e-05
132,0.17140749,0.0029939436,0.11073994,0.71292245,0.0018818829,5.4276377e-05
133,0.79338986,1.1070028e-05,0.1772686,0.029223176,0.000103113634,4.2460147e-06
134,0.79010653,4.198692e-06,0.19058031,0.019185353,0.0001184641,5.1233446e-06
135,0.87216973,9.3641273e-07,0.11392901,0.013839728,2.967747e-05,3.0857333e-05
136,0.7357283,2.0472244e-06,0.24991871,0.014295573,4.9111408e-05,6.203851e-06
137,0.802211,3.8060123e-06,0.1731305,0.02454638,0.000105354135,2.986217e-06
138,0.9008753,3.5902856e-05,0.06753145,0.030719314,0.00083512196,2.9869109e-06
139,0.8727922,1.813648e-05,0.10571722,0.02126035,0.00020969646,2.4623669e-06
140,0.7516377,3.9504623e-05,0.20303495,0.045182712,8.77273e-05,1.74929e-05
141,0.8195775,6.032426e-06,0.15346317,0.026739297,0.00020916472,4.75497e-06
142,0.6783296,1.4404339e-05,0.28337836,0.038247008,2.037715e-05,1.0281396e-05
143,0.72523135,0.00013651438,0.23954843,0.03493646,0.00012531338,2.2014767e-05
144,0.61140025,2.5236333e-05,0.35499448,0.03354983,1.9635301e-05,1.0538633e-05
145,0.4254393,0.01349799,0.12732919,0.4314367,0.0021858653,0.000111059744
146,0.7063695,0.00013673193,0.2529963,0.040324148,0.00013820839,3.5124707e-05
147,0.6663487,0.0004309689,0.26893228,0.063945584,0.00031924472,2.3186769e-05
148,0.48047855,0.0059037735,0.24215284,0.26998302,0.0010440076,0.00043776465
149,0.8456986,1.2624584e-05,0.1317284,0.022448212,0.00011103453,1.2089524e-06
150,0.8614406,5.613136e-06,0.109280206,0.029258637,1.4872883e-05,5.5225144e-08
151,0.7910408,3.8669396e-06,0.19143018,0.017495105,2.7644692e-05,2.3918383e-06
152,0.76805276,5.598124e-05,0.19362332,0.0382446,2.1610847e-05,1.6838402e-06
153,0.4073804,0.0047705784,0.3684463,0.21877639,0.0005210596,0.00010524372
154,0.770523,2.7115848e-05,0.20914023,0.020260384,4.2928572e-05,6.344598e-06
155,0.62434655,1.3317517e-05,0.3509987,0.024554756,8.499918e-05,1.6052394e-06
156,0.6639395,9.798922e-05,0.29665732,0.038959768,0.0003033724,4.2142146e-05
157,0.64397997,1.6563394e-05,0.31636786,0.039581493,5.294285e-05,1.1925849e-06
158,0.6439822,5.5353767e-06,0.32676053,0.029201675,4.954998e-05,6.3757966e-07
159,0.70590943,0.0003006629,0.2620564,0.031491984,0.00020352274,3.7903555e-05
160,0.6808671,0.00014740019,0.27787685,0.040960886,0.00011867206,2.9104645e-05
161,0.7516986,0.0014123525,0.19047703,0.05562005,0.00076157326,3.0411655e-05
162,0.66360205,0.018253172,0.07572598,0.23891793,0.0034394653,6.144595e-05
163,0.7294546,9.634319e-05,0.21958594,0.050658196,0.00020227909,2.7286424e-06
164,0.0009683153,0.0018004203,0.4842455,0.51175636,0.0012191267,1.0244834e-05
165,0.84133464,0.00020940766,0.08250822,0.07529862,0.00062134175,2.7807868e-05
166,1.8739138e-05,0.010001501,0.34551433,0.64417917,0.00028080196,5.455678e-06
167,1.1394876e-05,0.009892765,0.33982092,0.64893657,0.0013373236,1.042113e-06
168,0.8229133,0.00032405398,0.1464124,0.029809931,0.0005286363,1.1576743e-05
169,0.68295324,0.00016546606,0.27015477,0.04647435,0.00024233607,9.796665e-06
170,0.76082253,2.8243714e-05,0.20715928,0.031918876,7.0086375e-05,9.153425e-07
171,0.816348,3.3432636e-05,0.16331585,0.020267691,3.4092493e-05,8.7694247e-07
172,0.64314395,9.815755e-05,0.29703236,0.05957221,0.00012980518,2.3502855e-05
173,0.70951694,8.460114e-06,0.20849743,0.081904344,6.528975e-05,7.53682e-06
174,0.7302259,3.2230004e-05,0.23892635,0.03076105,5.3138785e-05,1.3252057e-06
175,0.6218478,3.2486878e-05,0.35953194,0.018538663,4.6291592e-05,2.8490863e-06
176,0.741436,3.2658092e-05,0.21348666,0.044845738,0.00018187205,1.7015484e-05
177,0.7446387,2.7273109e-05,0.22122672,0.03402994,6.592605e-05,1.1413958e-05
178,0.85441524,0.0001309272,0.11063449,0.03439388,0.0004116045,1.3829847e-05
179,0.80935884,6.196586e-05,0.14747581,0.042848896,0.0002505829,3.8347976e-06
180,0.93852735,1.5839974e-05,0.045820612,0.015363724,0.00027213935,4.5779046e-07
181,0.8752442,2.7082888e-05,0.08457258,0.039639205,0.0005154631,1.4289649e-06
182,0.75401753,7.008237e-05,0.14681223,0.09887542,0.00021924009,5.495524e-06
183,0.8228499,0.00015768032,0.14594465,0.030955078,8.598722e-05,6.642192e-06
184,0.8762081,0.0003137497,0.08154439,0.04177432,0.00015827634,1.0952267e-06
185,0.00013977573,0.00058131857,0.41610885,0.5829755,0.00014860756,4.5962515e-05
186,0.00025332125,0.02888904,0.25776783,0.7121695,0.00065289706,0.00026737538
187,0.00010157467,0.0004641399,0.422773,0.5764124,0.00018878146,6.014777e-05
188,0.012275183,0.0040737074,0.46481234,0.51808846,0.00069191796,5.8377707e-05
189,8.461264e-05,0.00058398716,0.79218346,0.20691474,0.00022731927,5.950153e-06
190,2.2766353e-05,0.0063206204,0.5962695,0.397302,6.369418e-05,2.1467888e-05
191,0.00027410424,0.001028934,0.7287935,0.26926774,0.0004178841,0.00021783184
192,0.6071376,0.0005931533,0.29203957,0.09942891,0.0005733781,0.00022733705
193,6.6030814e-05,0.00010298795,0.5387645,0.45781523,0.0032510066,2.1918406e-07
194,0.0246903,0.03325138,0.28808957,0.6503507,0.0031404083,0.0004776323
195,0.23200524,0.0059712343,0.12535463,0.6209966,0.014417559,0.0012546945
196,0.8242831,0.006096988,0.10755791,0.062025793,2.8565948e-05,7.5854823e-06
197,0.0002956422,0.0055737942,0.027955193,0.96311164,0.0030606189,3.036879e-06
198,9.395772e-07,0.99859184,3.4583168e-06,0.0014024758,1.3301008e-06,5.2662843e-09
199,9.003175e-08,0.99905914,2.6147068e-06,0.0009347788,3.3593255e-06,9.925665e-10
200,0.49928635,0.00031965433,0.017992975,0.4802979,0.001537979,0.0005651208
